timestamp,furnace_temperature,line_speed,vibration_level,energy_consumption,cullet_ratio,defect_rate,surface_quality_score,predicted_defect_risk,recommended_action
2026-03-14 18:22:52.458031,1459.9342830602247,106.99677718293002,1.7974465175076855,442.7657732636783,21.546025580140263,2.2881201589886486,88.65775592530073,0.0,System operating in normal range
2026-03-14 18:23:52.458031,1447.2347139765764,104.62316841456385,1.9566443987853446,474.18844967661494,24.875186044243666,2.2732929458080733,90.10720749878664,0.0,System operating in normal range
2026-03-14 18:24:52.458031,1462.9537707620138,100.29815184960087,1.7622740237000116,487.59183399735065,25.072067488177787,1.6021784136849924,89.17381944927726,0.0,System operating in normal range
2026-03-14 18:25:52.458031,1480.4605971281605,96.76531611147213,1.907611541108288,556.6306297202057,26.890521383373624,2.3349549041492814,90.35601254377659,2.8051750658414107,System operating in normal range
2026-03-14 18:26:52.458031,1445.3169325055333,103.49111656806795,1.4319155999138644,516.6965937360127,19.532566546876694,2.8664145409108723,91.35754906786643,0.1571557643369672,System operating in normal range
2026-03-14 18:27:52.458031,1445.3172608610164,101.96742692710875,2.0639881122118817,459.9355529270033,27.37026909538932,1.8628839404616024,94.51146345899416,0.0,System operating in normal range
2026-03-14 18:28:52.458031,1481.5842563101478,104.47596610013866,2.0003616426086674,514.5810886825291,14.1824334735889,3.0242413255252965,91.0365228838829,8.418124411446092,System operating in normal range
2026-03-14 18:29:52.458031,1465.3486945830582,103.17585900840984,1.7548734106795427,453.580880331849,22.48046179054476,2.743887410542169,87.24312287969123,5.56097507433694,System operating in normal range
2026-03-14 18:30:52.458031,1440.610512281301,105.24776357659668,2.1977737005297215,532.4807316166122,23.046904630193822,2.132883339014481,95.42020353948548,0.0,System operating in normal range
2026-03-14 18:31:52.458031,1460.8512008717194,97.32382394219717,2.2812710412879675,485.86626044546364,27.533307304284953,2.429235181331076,89.48872959915488,4.674592481578523,System operating in normal range
2026-03-14 18:32:52.458031,1440.7316461437508,106.58697032817163,1.5177320406893078,497.1909143378249,25.090523410707476,3.2991609038205167,91.82383871868612,3.797168638618575,System operating in normal range
2026-03-14 18:33:52.458031,1440.6854049285948,100.987998023462,1.7711825664301357,539.7738994262658,19.377747784574854,2.866773906752933,93.33960952082214,0.9571554032015654,System operating in normal range
